"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"24","6","2","6","6","2","1","6","6","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"25","6","4","6","6","4","8","8","6","6","4","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"26","6","2","6","2","4","3","4","6","2","6","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"27","6","6","4","2","6","3","4","4","7","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"28","6","2","6","2","4","3","4","9","10","4","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"29","2","6","6","2","4","3","6","4","6","6","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"30","6","6","2","6","4","6","6","2","6","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"31","2","6","6","6","4","5","4","6","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"32","2","4","6","2","6","5","2","9","7","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"33","6","6","2","4","5","4","6","9","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"34","6","6","6","6","2","3","6","9","3","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"35","6","6","6","2","4","5","6","9","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"36","6","6","6","6","2","5","2","6","3","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"37","2","6","6","2","4","3","6","6","6","8","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"38","2","6","4","2","4","1","6","6","6","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"39","2","2","2","2","6","6","4","9","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"40","6","6","6","6","7","4","6","9","4","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"41","4","6","6","2","4","4","9","4","7","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"42","6","2","2","6","6","8","2","9","6","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"43","2","6","6","6","4","6","4","6","6","4","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"44","3","6","2","2","6","3","4","9","2","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"45","2","6","2","2","6","6","6","6","6","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"46","6","6","2","4","2","8","4","2","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"47","6","2","6","6","4","6","8","4","6","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"48","2","6","6","6","9","3","2","9","6","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"49","6","4","6","2","6","5","6","8","8","7","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"50","4","6","6","2","6","8","4","9","6","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
