"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"36","6","2","6","6","2","4","2","5","3","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"37","6","6","2","2","4","3","4","5","3","8","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","25"
"38","3","6","4","6","4","1","4","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","25"
"39","2","2","6","2","6","2","2","9","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","25","25","25"
"40","6","6","6","6","2","3","4","9","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","25","25","25"
"41","4","6","6","2","4","4","4","4","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","25"
"42","4","2","4","6","4","4","4","2","4","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"43","3","2","6","6","4","3","2","2","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"44","3","6","2","2","2","3","4","9","3","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","25"
"45","6","2","2","2","2","2","4","6","3","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"46","1","6","2","2","2","5","6","7","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","25","25","25"
"47","6","2","6","6","4","3","4","5","5","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"48","4","2","6","2","2","3","2","4","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"49","2","2","6","2","2","3","6","8","10","7","11","12","13","14","15","16","17","18","19","20","21","22","23","23","25","25","25"
"50","4","2","6","2","4","2","4","5","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
