"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"21","8","5","6","2","5","6","5","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","26"
"22","1","4","5","1","4","5","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"23","8","3","3","8","1","2","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","25"
"24","8","2","3","5","1","4","1","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","26"
"25","5","7","4","2","7","8","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"26","5","2","4","2","5","2","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","25"
"27","4","6","3","2","5","6","4","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","26"
"28","4","4","3","2","3","8","8","1","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","26"
"29","8","7","2","4","5","5","1","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","26"
"30","4","2","3","2","4","6","5","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","26"
"31","8","4","7","4","5","2","4","8","9","9","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"32","1","5","3","2","1","8","7","7","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","26"
"33","1","2","4","2","5","1","8","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","25"
"34","5","4","4","2","3","5","7","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"35","8","2","3","2","2","6","5","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","25"
"36","4","2","3","8","5","2","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"37","5","4","2","2","5","6","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"38","8","4","4","4","5","1","7","6","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","25"
"39","5","7","6","2","6","1","8","7","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","26"
"40","8","3","3","4","1","6","1","1","9","9","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"41","4","3","3","2","1","7","7","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","26"
"42","1","3","7","4","3","8","1","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","26"
"43","8","4","3","2","5","5","3","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","25"
"44","4","3","3","2","4","2","4","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","26"
"45","2","4","4","2","7","4","7","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"46","1","4","7","2","5","8","7","7","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"47","2","4","4","4","5","1","7","1","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","26"
"48","8","2","5","8","5","4","4","1","9","10","11","12","13","14","15","16","17","18","19","20","21","22","22","23","24","25","25"
"49","1","4","5","4","5","2","6","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","23","24","25","25"
"50","5","3","5","5","1","6","1","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","24","25","25"
