"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"22","2","1","2","2","6","6","6","5","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"23","2","6","1","2","1","6","4","5","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"24","2","1","1","4","2","5","5","7","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"25","3","4","1","1","2","7","7","7","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"26","2","2","1","4","1","3","4","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"27","2","1","4","5","5","7","6","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"28","4","1","4","4","3","5","7","7","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"29","7","1","1","4","1","7","1","9","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"30","5","1","1","2","1","7","1","7","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"31","2","2","1","1","5","7","1","5","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"32","2","2","2","6","1","5","7","9","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"33","2","2","1","1","2","7","4","9","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"34","2","2","1","7","2","1","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"35","5","1","1","1","1","5","5","9","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"36","2","1","1","6","2","3","4","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"37","2","6","1","7","5","1","4","9","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"38","2","6","1","2","4","7","7","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"39","2","4","2","5","5","7","4","7","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"40","1","6","3","4","5","7","4","7","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"41","5","6","1","1","1","3","7","5","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"42","2","1","1","4","5","6","4","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"43","3","2","1","5","1","5","1","6","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"44","5","2","1","2","1","5","4","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"45","2","1","1","5","1","7","1","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"46","2","4","1","7","1","1","4","5","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"47","2","1","3","5","7","5","7","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"48","2","1","2","2","5","3","4","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"49","2","6","2","5","2","5","1","5","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"50","3","2","3","5","1","1","4","9","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
