"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"24","2","2","6","4","2","5","2","4","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","25","25"
"25","7","4","4","6","6","5","2","5","10","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","24","25"
"26","4","2","6","2","4","2","4","2","9","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","25","25"
"27","4","6","4","5","5","3","6","5","9","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","25","25"
"28","4","6","4","7","5","5","4","7","9","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","24","25"
"29","7","2","1","4","4","7","6","7","9","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","24","25"
"30","5","2","1","4","7","7","1","7","10","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","24","25"
"31","7","2","6","1","5","5","2","5","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"32","4","4","2","6","1","5","3","5","10","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","25","25"
"33","4","6","6","1","2","7","4","9","10","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","24","25"
"34","5","2","6","7","4","3","7","8","9","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","24","25"
"35","5","2","6","1","4","5","5","9","10","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","25","25"
"36","2","2","1","4","2","3","4","5","9","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","25","25"
"37","2","6","6","7","2","2","4","5","9","8","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"38","2","6","6","2","4","7","7","5","9","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","25","25"
"39","2","4","6","2","5","4","2","4","9","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","25","25"
"40","4","6","3","4","5","5","4","7","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","25","25"
"41","9","2","6","2","4","3","7","5","10","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","25","25"
"42","2","3","6","4","5","6","4","5","9","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","25","25"
"43","3","2","6","5","6","3","2","5","9","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","25","25"
"44","9","2","6","1","1","5","2","5","9","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","25","25"
"45","6","2","1","3","2","4","2","5","9","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","24","25"
"46","2","4","6","4","4","2","6","5","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"47","2","6","3","5","7","5","5","5","9","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","24","25"
"48","7","2","6","2","5","3","2","5","9","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","25","25"
"49","2","6","2","2","2","2","2","9","10","10","11","12","13","14","15","16","17","18","19","20","21","21","22","23","24","24","25"
"50","3","2","3","4","2","2","4","7","9","10","11","12","13","14","15","16","17","18","19","20","20","21","22","23","24","24","25"
