"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27"
"23","2","2","2","2","1","1","6","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"24","1","4","2","6","1","4","2","9","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"25","2","4","2","6","4","4","2","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"26","2","2","2","2","4","6","6","6","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"27","2","5","2","2","5","3","4","5","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"28","2","1","2","2","7","3","8","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"29","2","6","1","5","4","4","6","9","7","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"30","2","5","2","2","5","7","2","9","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"31","2","1","2","2","4","5","4","5","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"32","2","4","2","2","2","6","6","9","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"33","1","2","2","2","1","8","2","9","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"34","2","4","2","4","2","5","7","9","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"35","2","2","2","2","4","7","2","9","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"36","2","2","5","5","1","6","4","5","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"37","2","6","2","2","1","4","6","6","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"38","3","4","1","6","4","7","2","9","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"39","2","4","2","5","1","6","4","9","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"40","2","1","2","2","5","8","4","9","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"41","2","2","2","5","2","7","7","5","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"42","2","2","2","2","7","4","4","5","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"43","3","2","2","2","6","3","4","5","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"44","3","1","2","5","1","5","4","9","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"45","2","2","2","2","2","7","2","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"46","2","4","2","2","7","3","2","9","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"47","2","6","5","6","7","6","1","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"48","2","2","2","2","2","3","6","5","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"49","2","2","5","2","2","7","6","8","10","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
"50","3","2","2","2","4","2","2","5","8","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27"
